Field ID,Field Mnemonic,Data License Category,Field Type
FS045,NUM_HOTEL_LOCATIONS_OPENED_ACQRD,Security Master,Real
FS046,NUM_HOTEL_LOCATIONS_CLOSED_SOLD,Security Master,Real
FS047,NUM_HOTEL_LOCATIONS_END,Security Master,Real
FS048,NUMBER_HOTEL_ROOMS,Security Master,Real
FS049,HOTEL_COMPANY_OWNED_LOCATIONS,Security Master,Real
FS050,HOTEL_LEASED_LOCATIONS,Security Master,Real
FS051,HOTEL_NUMBER_OF_TRADE_NAMES,Security Master,Real
FS052,NUMBER_OF_HOSPITALS,Security Master,Real
FS053,NUMBER_OF_LICENSED_BEDS,Security Master,Real
FS054,NUMBER_OF_BEDS_IN_SERVICE,Security Master,Real
FS055,ADMISSIONS_HOSPITAL,Security Master,Real
FS056,PATIENT_DAYS,Security Master,Real
FS057,AVG_LENGTH_OF_STAY,Security Master,Real
FS058,OCCUPANCY_RATE_HOSPITAL,Security Master,Real
FS059,WTD_AVG_LICENSED_BEDS_HOSPITAL,Security Master,Real
FS060,ADUSTED_ADMISSIONS_HOSPITAL,Security Master,Real
FS061,AVG_DAILY_CENSUS_HOSPITAL,Security Master,Real
FS062,TOTAL_BEVERAGE_VOLUME_PRODUCED,Security Master,Real
FS063,ANNUAL_BREWING_CAPACITY,Security Master,Real
FS064,CAPACITY_UTILIZATION_BREWERY,Security Master,Real
FS065,EXCISE_TAXES_BREWERY,Security Master,Real
FS069,NUMBER_OF_LOCATIONS_END,Security Master,Real
FS070,RETAIL_SQUARE_FOOTAGE,Security Master,Real
FS071,REVENUE_PER_SQUARE_FOOT,Security Master,Real
FS072,SAME_STORE_SALES,Security Master,Real
FS073,AVERAGE_SALES_PER_LOCATION,Security Master,Real
FS074,NUM_OF_LOCATIONS_BEGINNING,Security Master,Real
FS075,NUM_LOCATIONS_OPENED_ACQUIRED,Security Master,Real
FS076,NUM_OF_LOCATIONS_CLOSED_SOLD,Security Master,Real
FS077,NUM_OF_LOC_REMODEL_EXPAND_RELOC,Security Master,Real
FS078,HOTEL_ROOM_NIGHTS,Security Master,Real
FS079,HOTEL_AVG_OCCUPANCY,Security Master,Real
FS080,HOTEL_AVG_DAILY_RATE,Security Master,Real
FS081,HOTEL_REV_PER_AVAILABLE_ROOM,Security Master,Real
FS083,NUMBER_OF_SELLING_COMMUNITIES,Security Master,Real
FS084,NUMBER_OF_HOMES_CLOSED_DELIVERED,Security Master,Real
FS085,VALUE_OF_HOMES_CLOSED_DELIVERED,Security Master,Real
FS086,NUMBER_OF_HOMES_CONTRACTED,Security Master,Real
FS087,VALUE_OF_HOMES_CONTRACTED,Security Master,Real
FS088,NUMBER_OF_HOMES_IN_BACKLOG,Security Master,Real
FS089,VALUE_OF_HOMES_IN_BACKLOG,Security Master,Real
FS090,AVERAGE_SELLING_PRICE,Security Master,Real
FS091,NUMBER_OF_LOTS_CONTROLLED,Security Master,Real
FS092,INTEREST_INCURRED,Security Master,Real
FS093,INTEREST_EXPENSED,Security Master,Real
FS094,INTEREST_ACCUMULATED_CAPITALIZED,Security Master,Real
FS095,TOTAL_SQUARE_FOOTAGE,Security Master,Real
FS096,AVG_SQUARE_FOOT_PER_LOCATION,Security Master,Real
FS097,CO_OWNED_OPERATED_LOCATIONS,Security Master,Real
FS098,NUMBER_OF_FRANCHISE_LOCATIONS,Security Master,Real
FS099,NUMBER_OF_STORE_NAMES,Security Master,Real
FS102,NUMBER_OF_SUBSCRIBERS,Security Master,Real
FS103,ARPU_AVG_REVENUE_PER_SUBSCRIBER,Security Master,Real
FS104,TELECOM_CHURN_RATE,Security Master,Real
FS106,ROAMER_REVENUES_CELLULAR_TELECOM,Security Master,Real
FS107,EQUIP_REVENUES_CELLULAR_TELECOM,Security Master,Real
FS108,COST_OF_SERVICE_CELLULAR_TELECOM,Security Master,Real
FS110,COST_OF_EQUIPMENT_CELLULAR_TELEC,Security Master,Real
FS111,LICENSED_POPULATION_CELLULAR_TEL,Security Master,Real
FS161,LICENSE_REV,Security Master,Real
FS162,MAINTENANCE_REV,Security Master,Real
FS163,SERVICE_REV,Security Master,Real
FS164,COST_OF_LICENSE_REV,Security Master,Real
FS165,COST_OF_MAINTENANCE_REV,Security Master,Real
FS166,COST_OF_PROFESSIONAL_SERVICES,Security Master,Real
FS167,DEFERRED_REV,Security Master,Real
FS168,CAPITALIZED_SOFTWARE,Security Master,Real
FS169,HOMES_PASSED,Security Master,Real
FS170,BASIC_CUSTOMERS,Security Master,Real
FS171,BASIC_PENETRATION,Security Master,Real
FS172,AVG_MONTHLY_REV_PER_CUSTOMER,Security Master,Real
FS173,DIGITAL_VIDEO_HOMES_PASSED,Security Master,Real
FS174,DIGITAL_CUSTOMERS,Security Master,Real
FS175,DIGITAL_PENETRATION,Security Master,Real
FS176,INTERNET_ACCESS_HOMES_PASSED,Security Master,Real
FS177,INTERNET_SUBSCRIBERS,Security Master,Real
FS178,INTERNET_PENETRATION,Security Master,Real
FS181,CHURN_RATE_CABLE_TV,Security Master,Real
FS205,RAIL_TRANSPORTATION_FUEL,Security Master,Real
FS209,RAIL_TOTAL_FREIGHT_CARS,Security Master,Real
FS210,RAIL_SUPPLIES_MATERIAL_EXP,Security Master,Real
FS212,TOTAL_LOCOMOTIVES,Security Master,Real
FS213,RAIL_NETWORK_MILES_OF_TRACK,Security Master,Real
FS221,NUM_OF_SHIPS_IN_SERVICE_CRUISE,Security Master,Real
FS222,PASSENGERS_CARRIED_FOR_PERIOD,Security Master,Real
FS223,CRUISE_OCPNCY_PERCENT_FOR_PERIOD,Security Master,Real
FS224,BUNKER_FUEL_CONSMD_DURING_PERIOD,Security Master,Real
FS225,PASSENGER_CRUISE_DAYS,Security Master,Real
FS226,CRUISE_OP_COSTS_TO_CRUISE_REVS,Security Master,Real
FS227,CONSOL_MAINTENANCE_EXP_CRUISE,Security Master,Real
FS228,NUMBER_OF_TRADE_NAMES_CRUISE,Security Master,Real
FS229,FARE_REVENUE_PER_PSNGR_NIGHT,Security Master,Real
FS230,TOT_REV_PER_PASSENGER_NIGHT,Security Master,Real
FS231,WEIGHTED_AVG_OPERATING_DAYS,Security Master,Real
FS232,VESSEL_CAPACITY_PER_DAY_CRUISE,Security Master,Real
FS233,NUMBER_OF_CREW_CRUISE_LINE,Security Master,Real
FS234,TRANS_FEES_RECVBLE_PAYABLE,Security Master,Real
FS235,PROFIT_SALE_PLAYER_CONTRACT,Security Master,Real
FS236,AMORTIZ_OF_PLAYERS_REGISTRATIONS,Security Master,Real
FS237,DIMINUTION_PLAYERS_REGISTRATIONS,Security Master,Real
FS238,GATE_RECEIPTS,Security Master,Real
FS239,HOME_STADIUM_CAPACITY,Security Master,Real
FS240,AVERAGE_ATTENDANCES,Security Master,Real
FS241,TELEVISION_INCOME,Security Master,Real
FS242,MERCHANDISING_TURNOVER,Security Master,Real
FS243,RETAIL_SQUARE_FOOTAGE_GROWTH,Security Master,Real
FS250,AUTO_VEHICLES_PRODUCED_LOCAL,Security Master,Real
FS251,AUTO_VEHICLES_PRODUCED_US,Security Master,Real
FS252,AUTO_VEHICLES_PRODUCED_NA,Security Master,Real
FS253,AUTO_VEHICLES_PRODUCED_EUROPE,Security Master,Real
FS254,AUTO_VEHICLES_PRODUCED_ASIA_PAC,Security Master,Real
FS255,AUTO_VEHICLES_PRODUCED_LATAM,Security Master,Real
FS256,AUTO_VEHICLES_PRODUCED_AME,Security Master,Real
FS257,AUTO_VEHICLES_PRODUCED_WW,Security Master,Real
FS258,AUTO_VEHICLES_SOLD_LOCAL,Security Master,Real
FS259,AUTO_VEHICLES_SOLD_US,Security Master,Real
FS260,AUTO_VEHICLES_SOLD_NA,Security Master,Real
FS261,AUTO_VEHICLES_SOLD_EUROPE,Security Master,Real
FS262,AUTO_VEHICLES_SOLD_ASIA_PAC,Security Master,Real
FS263,AUTO_VEHICLES_SOLD_LATAM,Security Master,Real
FS264,AUTO_VEHICLES_SOLD_AME,Security Master,Real
FS265,AUTO_VEHICLES_SOLD_WW,Security Master,Real
FS266,AUTO_MARKET_SHARE_LOCAL,Security Master,Real
FS267,AUTO_MARKET_SHARE_US,Security Master,Real
FS268,AUTO_MARKET_SHARE_NA,Security Master,Real
FS269,AUTO_MARKET_SHARE_EUROPE,Security Master,Real
FS270,AUTO_MARKET_SHARE_ASIA_PACIFIC,Security Master,Real
FS271,AUTO_MARKET_SHARE_LATAM,Security Master,Real
FS272,AUTO_MARKET_SHARE_AME,Security Master,Real
FS273,AUTO_MARKET_SHARE_WW,Security Master,Real
FS274,AUTO_TOTAL_PASS_VEHICLES_SOLD,Security Master,Real
FS275,AUTO_TOTAL_LIGHT_COMM_VEH_SOLD,Security Master,Real
FS276,AUTO_TOTAL_LIGHT_TRUCKS_SOLD,Security Master,Real
FS277,AUTO_CAPACITY_UTILIZATION,Security Master,Real
FS278,AIRLINES_CURRENT_FUEL_HEDGE_PERC,Security Master,Real
FS279,AIRLINES_FUEL_HEDGE_PERCENT_YR1,Security Master,Real
FS280,AIRLINES_FUEL_HEDGE_PERCENT_YR2,Security Master,Real
FS281,RAIL_CARLOADS,Security Master,Real
FS282,RAIL_ARD_OPERATING_RATIO,Security Master,Real
FS283,RAIL_LEASE_EQUIP_RENTAL_EXP,Security Master,Real
FS284,RAIL_INSURANCE_EXP_TRANSPORT,Security Master,Real
FS285,RAIL_PURCHASED_TRANSPORTATION,Security Master,Real
FS286,RAIL_FUEL_HEDGE_BENEFIT,Security Master,Real
FS287,WHITE_CEMENT_STK_TONNES,Fundamentals,Real
FS288,TOT_CEMENT_STK_TONNES,Fundamentals,Real
FS289,GREY_CEMENT_STK_COST,Fundamentals,Real
FS290,WHITE_CEMENT_STK_COST,Fundamentals,Real
FS291,TOT_CEMENT_STK_COST,Fundamentals,Real
FS292,GREY_CEMENT_SALES,Fundamentals,Real
FS293,WHITE_CEMENT_SALES,Fundamentals,Real
FS300,NUMBER_OF_CELLULAR_SUBSCRIBERS,Security Master,Real
FS301,AVG_REVENUE_PER_CELL_SUBSCRIBER,Security Master,Real
FS302,TELECOM_CELLULAR_CHURN_RATE,Security Master,Real
FS303,CELLULAR_NET_SUBSCRIBER_ADDITION,Security Master,Real
FS304,CELLULAR_SERVICE_REVENUE,Security Master,Real
FS305,CABLE_PHONE_HOMES_PASSED,Security Master,Real
FS306,CABLE_PHONE_SUBSCRIBERS,Security Master,Real
FS307,CABLE_PHONE_PENETRATION,Security Master,Real
FS308,MINING_NAV_PER_SHARE,Security Master,Real
FS309,MINING_P&P_RSRVS_GOLD_VOLUME,Security Master,Real
FS310,MINING_P&P_RSRVS_GOLD_GRADE,Security Master,Real
FS311,MINING_P&P_RSRVS_CONTAINED_GOLD,Security Master,Real
FS312,MINING_M&I_RES_GOLD_VOLUME,Security Master,Real
FS313,MINING_M&I_RESOURCES_GOLD_GRADE,Security Master,Real
FS314,MINING_M&I_RES_CONTAINED_GOLD,Security Master,Real
FS315,MINING_INFERRED_RES_GOLD_VOLUME,Security Master,Real
FS316,MINING_INFERRED_RES_GOLD_GRADE,Security Master,Real
FS317,MINING_INFERRED_RES_CONTAIN_GOLD,Security Master,Real
FS318,MINING_GOLD_PRODUCTION_ACTUAL,Security Master,Real
FS319,MINING_GOLD_PRODUCTION_PLANNED,Security Master,Real
FS320,MINING_GOLD_REALIZED_PX,Security Master,Real
FS321,MINING_GOLD_CASH_COSTS_BYPROD,Security Master,Real
FS322,MINING_P&P_RSRVS_SILVER_VOLUME,Security Master,Real
FS323,MINING_P&P_RSRVS_SILVER_GRADE,Security Master,Real
FS324,MINING_P&P_RSRV_CONTAINED_SILVER,Security Master,Real
FS325,MINING_M&I_RES_SILVER_VOLUME,Security Master,Real
FS326,MINING_M&I_RES_SILVER_GRADE,Security Master,Real
FS327,MINING_M&I_RES_CONTAINED_SILVER,Security Master,Real
FS328,MINING_INFERRED_RES_SILVER_VOL,Security Master,Real
FS329,MINING_INFERRED_RES_SILVER_GRADE,Security Master,Real
FS330,MINING_INFERRED_RES_CONT_SILVER,Security Master,Real
FS331,MINING_SILVER_PRODUCTION_ACTUAL,Security Master,Real
FS332,MINING_SILVER_PRODUCTION_PLANNED,Security Master,Real
FS333,MINING_SILVER_REALIZED_PX,Security Master,Real
FS334,MINING_SILVER_CASH_COSTS_BYPROD,Security Master,Real
FS335,MINING_P&P_RSRVS_BAUXITE_VOLUME,Security Master,Real
FS336,MINING_P&P_RSRVS_ALUMINA_GRADE,Security Master,Real
FS337,MINING_P&P_RSRVS_CONTAINED_ALUM,Security Master,Real
FS338,MINING_BAUXITE_ALUMINA_CAPACITY,Security Master,Real
FS339,MINING_BAUXITE_ALUMINA_PROD_ACT,Security Master,Real
FS340,MINING_BAUXITE_ALUMINA_PROD_PLAN,Security Master,Real
FS341,MINING_PRIMARY_ALUMINUM_CAPACITY,Security Master,Real
FS342,MINING_PRIMARY_ALUMINUM_PROD_ACT,Security Master,Real
FS343,MINING_PRIM_ALUMINUM_PROD_PLAN,Security Master,Real
FS344,MINING_ALUMINUM_REALIZED_PX,Security Master,Real
FS345,MINING_P&P_RSRVS_BISMUTH_VOLUME,Security Master,Real
FS346,MINING_P&P_RSRVS_BISMUTH_GRADE,Security Master,Real
FS347,MINING_P&P_RSRVS_CONTAIN_BISMUTH,Security Master,Real
FS348,MINING_M&I_RES_BISMUTH_VOLUME,Security Master,Real
FS349,MINING_M&I_RES_BISMUTH_GRADE,Security Master,Real
FS350,MINING_M&I_RES_CONTAINED_BISMUTH,Security Master,Real
FS351,MINING_INFERRED_RES_BISMUTH_VOL,Security Master,Real
FS352,MINING_INFER_RES_BISMUTH_GRADE,Security Master,Real
FS353,MINING_INFER_RES_CONTAIN_BISMUTH,Security Master,Real
FS354,MINING_BISMUTH_PRODUCTION_ACTUAL,Security Master,Real
FS355,MINING_BISMUTH_PROD_PLANNED,Security Master,Real
FS356,MINING_BISMUTH_REALIZED_PX,Security Master,Real
FS357,MINING_BISMUTH_TOTAL_CASH_COSTS,Security Master,Real
FS371,MINING_P&P_RSRVS_COAL_VOLUME,Security Master,Real
FS372,MINING_P&P_RSRVS_CONTAINED_COAL,Security Master,Real
FS373,MINING_M&I_RESOURCES_COAL_VOLUME,Security Master,Real
FS374,MINING_M&I_RES_CONTAINED_COAL,Security Master,Real
FS375,MINING_INFERRED_RES_COAL_VOLUME,Security Master,Real
FS376,MINING_INFER_RES_CONTAINED_COAL,Security Master,Real
FS377,MINING_COAL_PRODUCTION_ACTUAL,Security Master,Real
FS378,MINING_COAL_PRODUCTION_PLANNED,Security Master,Real
FS379,MINING_COAL_REALIZED_PX,Security Master,Real
FS380,MINING_COAL_TOTAL_CASH_COSTS,Security Master,Real
FS381,MINING_P&P_RSRVS_COBALT_VOLUME,Security Master,Real
FS382,MINING_P&P_RSRVS_COBALT_GRADE,Security Master,Real
FS383,MINING_P&P_RSRV_CONTAINED_COBALT,Security Master,Real
FS384,MINING_M&I_RES_COBALT_VOLUME,Security Master,Real
FS385,MINING_M&I_RES_COBALT_GRADE,Security Master,Real
FS386,MINING_M&I_RES_CONTAINED_COBALT,Security Master,Real
FS387,MINING_INFERRED_RES_COBALT_VOL,Security Master,Real
FS388,MINING_INFERRED_RES_COBALT_GRADE,Security Master,Real
FS389,MINING_INFER_RES_CONTAIN_COBALT,Security Master,Real
FS390,MINING_COBALT_PRODUCTION_ACTUAL,Security Master,Real
FS391,MINING_COBALT_PRODUCTION_PLANNED,Security Master,Real
FS392,MINING_COBALT_REALIZED_PX,Security Master,Real
FS393,MINING_COBALT_TOTAL_CASH_COSTS,Security Master,Real
FS394,MINING_P&P_RSRVS_COPPER_VOLUME,Security Master,Real
FS395,MINING_P&P_RSRVS_COPPER_GRADE,Security Master,Real
FS396,MINING_P&P_RSRV_CONTAINED_COPPER,Security Master,Real
FS397,MINING_M&I_RES_COPPER_VOLUME,Security Master,Real
FS398,MINING_M&I_RES_COPPER_GRADE,Security Master,Real
FS399,MINING_M&I_RES_CONTAINED_COPPER,Security Master,Real
FS400,MINING_INFERRED_RES_COPPER_VOL,Security Master,Real
FS401,MINING_INFERRED_RES_COPPER_GRADE,Security Master,Real
FS402,MINING_INFER_RES_CONTAIN_COPPER,Security Master,Real
FS403,MINING_COPPER_PRODUCTION_ACTUAL,Security Master,Real
FS404,MINING_COPPER_PRODUCTION_PLANNED,Security Master,Real
FS405,MINING_COPPER_REALIZED_PX,Security Master,Real
FS406,MINING_COPPER_CASH_COSTS_BYPROD,Security Master,Real
FS407,MINING_P&P_RSRVS_IRON_VOLUME,Security Master,Real
FS408,MINING_P&P_RSRVS_IRON_GRADE,Security Master,Real
FS409,MINING_M&I_RESOURCES_IRON_VOLUME,Security Master,Real
FS410,MINING_M&I_RESOURCES_IRON_GRADE,Security Master,Real
FS411,MINING_INFERRED_RES_IRON_VOLUME,Security Master,Real
FS412,MINING_INFERRED_RES_IRON_GRADE,Security Master,Real
FS413,MINING_IRON_CAPACITY,Security Master,Real
FS414,MINING_IRON_PRODUCTION_ACTUAL,Security Master,Real
FS415,MINING_IRON_SALES_ACTUAL,Security Master,Real
FS416,MINING_IRON_REALIZED_PX,Security Master,Real
FS417,MINING_P&P_RSRVS_LEAD_VOLUME,Security Master,Real
FS418,MINING_P&P_RSRVS_LEAD_GRADE,Security Master,Real
FS419,MINING_P&P_RSRVS_CONTAINED_LEAD,Security Master,Real
FS420,MINING_M&I_RESOURCES_LEAD_VOLUME,Security Master,Real
FS421,MINING_M&I_RESOURCES_LEAD_GRADE,Security Master,Real
FS422,MINING_M&I_RES_CONTAINED_LEAD,Security Master,Real
FS423,MINING_INFERRED_RES_LEAD_VOLUME,Security Master,Real
FS424,MINING_INFERRED_RES_LEAD_GRADE,Security Master,Real
FS425,MINING_INFER_RES_CONTAINED_LEAD,Security Master,Real
FS426,MINING_LEAD_PRODUCTION_ACTUAL,Security Master,Real
FS427,MINING_LEAD_PRODUCTION_PLANNED,Security Master,Real
FS428,MINING_LEAD_REALIZED_PX,Security Master,Real
FS429,MINING_LEAD_TOTAL_CASH_COSTS,Security Master,Real
FS430,MINING_P&P_RSRV_MANGANESE_VOLUME,Security Master,Real
FS431,MINING_P&P_RSRVS_MANGANESE_GRADE,Security Master,Real
FS432,MINING_P&P_RSRVS_CONT_MANGANESE,Security Master,Real
FS433,MINING_M&I_RES_MANGANESE_VOLUME,Security Master,Real
FS434,MINING_M&I_RES_MANGANESE_GRADE,Security Master,Real
FS435,MINING_M&I_RES_CONTAIN_MANGANESE,Security Master,Real
FS436,MINING_INFER_RES_MANGANESE_VOL,Security Master,Real
FS437,MINING_INFER_RES_MANGANESE_GRADE,Security Master,Real
FS438,MINING_INFER_RES_CONT_MANGANESE,Security Master,Real
FS439,MINING_MANGANESE_PROD_ACTUAL,Security Master,Real
FS440,MINING_MANGANESE_PROD_PLANNED,Security Master,Real
FS441,MINING_MANGANESE_REALIZED_PX,Security Master,Real
FS442,MINING_MANGANESE_TOTAL_CASH_COST,Security Master,Real
FS443,MINING_P&P_RSRVS_MOLYBDENUM_VOL,Security Master,Real
FS444,MINING_P&P_RSRV_MOLYBDENUM_GRADE,Security Master,Real
FS445,MINING_P&P_RSRV_CONT_MOLYBDENUM,Security Master,Real
FS446,MINING_M&I_RES_MOLYBDENUM_VOLUME,Security Master,Real
FS447,MINING_M&I_RES_MOLYBDENUM_GRADE,Security Master,Real
FS448,MINING_M&I_RES_CONT_MOLYBDENUM,Security Master,Real
FS449,MINING_INFER_RES_MOLYBDENUM_VOL,Security Master,Real
FS450,MINING_INFER_RES_MOLYBDENUM_GRD,Security Master,Real
FS451,MINING_INFER_RES_CONT_MOLYBDENUM,Security Master,Real
FS452,MINING_MOLYBDENUM_PROD_ACTUAL,Security Master,Real
FS453,MINING_MOLYBDENUM_PROD_PLANNED,Security Master,Real
FS454,MINING_MOLYBDENUM_REALIZED_PX,Security Master,Real
FS455,MINING_MOLYBDENUM_TOT_CASH_COSTS,Security Master,Real
FS456,MINING_P&P_RSRVS_NICKEL_VOLUME,Security Master,Real
FS457,MINING_P&P_RSRVS_NICKEL_GRADE,Security Master,Real
FS458,MINING_P&P_RSRV_CONTAINED_NICKEL,Security Master,Real
FS459,MINING_M&I_RES_NICKEL_VOLUME,Security Master,Real
FS460,MINING_M&I_RES_NICKEL_GRADE,Security Master,Real
FS461,MINING_M&I_RES_CONTAINED_NICKEL,Security Master,Real
FS462,MINING_INFERRED_RES_NICKEL_VOL,Security Master,Real
FS463,MINING_INFERRED_RES_NICKEL_GRADE,Security Master,Real
FS464,MINING_INFER_RES_CONTAIN_NICKEL,Security Master,Real
FS465,MINING_NICKEL_PRODUCTION_ACTUAL,Security Master,Real
FS466,MINING_NICKEL_PRODUCTION_PLANNED,Security Master,Real
FS467,MINING_NICKEL_REALIZED_PX,Security Master,Real
FS468,MINING_NICKEL_TOTAL_CASH_COSTS,Security Master,Real
FS469,MINING_P&P_RSRV_PALLADIUM_VOLUME,Security Master,Real
FS470,MINING_P&P_RSRVS_PALLADIUM_GRADE,Security Master,Real
FS471,MINING_P&P_RSRVS_CONT_PALLADIUM,Security Master,Real
FS472,MINING_M&I_RES_PALLADIUM_VOLUME,Security Master,Real
FS473,MINING_M&I_RES_PALLADIUM_GRADE,Security Master,Real
FS474,MINING_M&I_RES_CONTAIN_PALLADIUM,Security Master,Real
FS475,MINING_INFER_RES_PALLADIUM_VOL,Security Master,Real
FS476,MINING_INFER_RES_PALLADIUM_GRADE,Security Master,Real
FS477,MINING_INFER_RES_CONT_PALLADIUM,Security Master,Real
FS478,MINING_PALLADIUM_PROD_ACTUAL,Security Master,Real
FS479,MINING_PALLADIUM_PROD_PLANNED,Security Master,Real
FS480,MINING_PALLADIUM_REALIZED_PX,Security Master,Real
FS481,MINING_PALLADIUM_TOTAL_CASH_COST,Security Master,Real
FS482,MINING_P&P_RSRVS_PLATINUM_VOLUME,Security Master,Real
FS483,MINING_P&P_RSRVS_PLATINUM_GRADE,Security Master,Real
FS484,MINING_P&P_RSRV_CONTAIN_PLATINUM,Security Master,Real
FS485,MINING_M&I_RES_PLATINUM_VOLUME,Security Master,Real
FS486,MINING_M&I_RES_PLATINUM_GRADE,Security Master,Real
FS487,MINING_M&I_RES_CONTAIN_PLATINUM,Security Master,Real
FS488,MINING_INFERRED_RES_PLATINUM_VOL,Security Master,Real
FS489,MINING_INFER_RES_PLATINUM_GRADE,Security Master,Real
FS490,MINING_INFER_RES_CONT_PLATINUM,Security Master,Real
FS491,MINING_PLATINUM_PROD_ACTUAL,Security Master,Real
FS492,MINING_PLATINUM_PROD_PLANNED,Security Master,Real
FS493,MINING_PLATINUM_REALIZED_PX,Security Master,Real
FS494,MINING_PLATINUM_TOTAL_CASH_COSTS,Security Master,Real
FS508,MINING_P&P_RSRVS_URANIUM_VOLUME,Security Master,Real
FS509,MINING_P&P_RSRVS_URANIUM_GRADE,Security Master,Real
FS510,MINING_P&P_RSRVS_CONTAIN_URANIUM,Security Master,Real
FS511,MINING_M&I_RES_URANIUM_VOLUME,Security Master,Real
FS512,MINING_M&I_RES_URANIUM_GRADE,Security Master,Real
FS513,MINING_M&I_RES_CONTAINED_URANIUM,Security Master,Real
FS514,MINING_INFERRED_RES_URANIUM_VOL,Security Master,Real
FS515,MINING_INFER_RES_URANIUM_GRADE,Security Master,Real
FS516,MINING_INFER_RES_CONTAIN_URANIUM,Security Master,Real
FS517,MINING_URANIUM_PRODUCTION_ACTUAL,Security Master,Real
FS518,MINING_URANIUM_PROD_PLANNED,Security Master,Real
FS519,MINING_URANIUM_REALIZED_PX,Security Master,Real
FS520,MINING_URANIUM_TOTAL_CASH_COSTS,Security Master,Real
FS534,MINING_P&P_RSRVS_ZINC_VOLUME,Security Master,Real
FS535,MINING_P&P_RSRVS_ZINC_GRADE,Security Master,Real
FS536,MINING_P&P_RSRVS_CONTAINED_ZINC,Security Master,Real
FS537,MINING_M&I_RESOUCES_ZINC_VOLUME,Security Master,Real
FS538,MINING_M&I_RESOURCES_ZINC_GRADE,Security Master,Real
FS539,MINING_M&I_RES_CONTAINED_ZINC,Security Master,Real
FS540,MINING_INFERRED_RES_ZINC_VOLUME,Security Master,Real
FS541,MINING_INFERRED_RES_ZINC_GRADE,Security Master,Real
FS542,MINING_INFER_RES_CONTAINED_ZINC,Security Master,Real
FS543,MINING_ZINC_PRODUCTION_ACTUAL,Security Master,Real
FS544,MINING_ZINC_PRODUCTION_PLANNED,Security Master,Real
FS545,MINING_ZINC_REALIZED_PX,Security Master,Real
FS546,MINING_ZINC_TOTAL_CASH_COSTS,Security Master,Real
FS547,GREY_CEMENT_PROD_TONNES,Fundamentals,Real
FS548,WHITE_CEMENT_PROD_TONNES,Fundamentals,Real
FS549,TOT_CEMENT_PROD_TONNES,Fundamentals,Real
FS550,CLINKER_PROD_TONNES,Fundamentals,Real
FS551,TOT_CEMENT_CPCTY_TONNES,Fundamentals,Real
FS552,CEMENT_CPCTY_UTIL,Fundamentals,Real
FS553,CLINKER_CPCTY_UTIL,Fundamentals,Real
FS554,PUR_POWER_CONS,Fundamentals,Real
FS555,GEN_DIESEL_CONS,Fundamentals,Real
FS556,GEN_STEAM_CONS,Fundamentals,Real
FS557,TOT_POWER_CONS,Fundamentals,Real
FS558,TOT_COST_POWER_CONS,Fundamentals,Real
FS559,COST_POWER_CONS_PER_UNIT,Fundamentals,Real
FS560,RATE_PUR_POWER,Fundamentals,Real
FS561,RATE_GEN_POWER,Fundamentals,Real
FS562,COAL_POWER_GEN_TONNES,Fundamentals,Real
FS563,COAL_CEMENT_PROD_TONNES,Fundamentals,Real
FS564,FURNACE_OIL_CONS,Fundamentals,Real
FS565,LT_DIESEL_OIL_CONS,Fundamentals,Real
FS566,HVY_DIESEL_OIL_CONS,Fundamentals,Real
FS567,TOT_DISEL_OIL_CONS,Fundamentals,Real
FS568,TOT_COST_COAL_CONS,Fundamentals,Real
FS569,TOT_COST_FURNACE_OIL_CONS,Fundamentals,Real
FS570,TOT_COST_DIESEL_CONS,Fundamentals,Real
FS571,RATE_COAL_CONS,Fundamentals,Real
FS572,RATE_FURNACE_OIL_CONS,Fundamentals,Real
FS573,RATE_DIESEL_CONS,Fundamentals,Real
FS574,BLEN_CEMENT_TO_TOT_CEMENT,Fundamentals,Real
FS575,LABOUR_TO_CEMENT,Fundamentals,Real
FS576,GREY_CEMENT_STK_TONNES,Fundamentals,Real
FS577,BIOFUEL_ETHANOL_CAPACITY,Fundamentals,Real
FS578,BIOFUEL_ETHANOL_PRODUCTION,Fundamentals,Real
FS579,BIOFUEL_ETHANOL_SOLD,Fundamentals,Real
FS580,BIOFUEL_PRICE_PER_GALLON_ETHANOL,Fundamentals,Real
FS581,BIOFUEL_HEDGE_RATIO_ETHANOL,Fundamentals,Real
FS582,BIOFUEL_FIXED_PRICE_CONTRACTS,Fundamentals,Real
FS583,BIOFUEL_CORN_INVENTORY,Fundamentals,Real
FS584,BIOFUEL_ETHANOL_INVENTORY,Fundamentals,Real
FS585,BIOFUEL_SUGAR_CAPACITY,Fundamentals,Real
FS586,BIOFUEL_SUGAR_PRODUCTION,Fundamentals,Real
FS587,BIOFUEL_SUGAR_SOLD_VOLUME,Fundamentals,Real
FS588,BIOFUEL_SUGAR_SOLD_REVENUE,Fundamentals,Real
FS589,BIOFUEL_SUGAR_INVENTORY,Fundamentals,Real
FS590,BIOFUEL_VOLUME_OF_CANE_CRUSHED,Fundamentals,Real
FS591,BIOFUEL_CPO_PRODUCTION,Fundamentals,Real
FS592,BIOFUEL_PALM_KERNEL_PRODUCTION,Fundamentals,Real
FS593,BIOFUEL_AVERAGE_PRICE_CPO,Fundamentals,Real
FS594,BIOFUEL_AVG_PRICE_PALM_KERNEL,Fundamentals,Real
