Field ID,Field Mnemonic,Data License Category,Field Type
A0224,ARD_FUEL_EXP,Security Master,Real
A0225,ARD_LANDING_OTHER_FEES,Security Master,Real
A0226,ARD_MAINTENANCE_REPAIR,Security Master,Real
A0227,ARD_AIRCRAFT_RENTALS_SPEC_IND,Security Master,Real
A0230,ARD_PRODUCTION_EXP,Security Master,Real
A0231,ARD_PURCHASED_TRANS,Security Master,Real
A0240,ARD_SUPPLIES_MATERIAL_EXP,Security Master,Real
A2721,ARD_OPERATING_REV,Security Master,Real
A2722,ARD_PASSENGER,Security Master,Real
A2723,ARD_REGIONAL,Security Master,Real
A2724,ARD_CARGO_FREIGHT_REVENUE,Security Master,Real
A2725,ARD_LEASE_RENTAL_REV,Security Master,Real
A2726,ARD_VOYAGE_REV,Security Master,Real
A2727,ARD_TIME_BAREBOAT_CHARTER_REV,Security Master,Real
A2728,ARD_OPERATING_EXPENSE,Security Master,Real
A2729,ARD_VOYAGE_EXP,Security Master,Real
A2730,ARD_VESSEL_OPERATING_EXP,Security Master,Real
A2731,ARD_CHARTER_HIRE_EXP,Security Master,Real
A2732,ARD_LEASE_EQUIP_RENTAL_EXP,Security Master,Real
A2734,ARD_TRANSPORTATION_FUEL,Security Master,Real
A2735,ARD_TRANSPORT_MAINT_EXP,Security Master,Real
A2736,ARD_MAINT_WAY_EXP,Security Master,Real
A2737,ARD_MAINT_STRUCTURES_EQUIP,Security Master,Real
A2739,ARD_COMMISSIONS,Security Master,Real
A2740,ARD_FOOD_SERVICE_PASS_SERVICE,Security Master,Real
A2741,ARD_GROUND_HANDLING,Security Master,Real
A2742,ARD_COMMUNICATIONS_UTIL_EXP,Security Master,Real
A2743,ARD_INVEST_DIRECT_FIN_LEASES,Security Master,Real
A2744,ARD_FLIGHT_EQUIPMENT,Security Master,Real
A2745,ARD_PREDELIVER_DPST_FLIGHT_EQUIP,Security Master,Real
A2746,ARD_ROUTES,Security Master,Real
A2747,ARD_AIR_TRAFFIC_LIAB,Security Master,Real
A2901,ARD_FRANCHISED_RESTAURANT_ROYAL,Security Master,Real
A2902,ARD_OTHER_RANCHISED_INCOME,Security Master,Real
A2903,ARD_ROOMS_AND_TELE_CASINOS,Security Master,Real
A2904,ARD_CASINO_GAMING_REV,Security Master,Real
A2905,ARD_FOOD_BEVERAGE_COSTS,Security Master,Real
A2906,ARD_ROOMS_AND_TELEPHONE,Security Master,Real
A2907,ARD_CASINO_GAMING_EXPENSES,Security Master,Real
A2908,ARD_OCCUPANCY_OTHER_OPER_EXP,Security Master,Real
A2909,ARD_STORE_PREOPENING_EXP,Security Master,Real
A2910,ARD_STORE_CLOSING_COSTS,Security Master,Real
A2912,ARD_MAINTENANCE_REVENUE,Security Master,Real
A2913,ARD_SERVICE_MAINT_REV,Security Master,Real
A2914,ARD_ADVERTISING_REV,Security Master,Real
A2915,ARD_CURCULATION_REV,Security Master,Real
A2916,ARD_SUBSCRIPTION_REV,Security Master,Real
A2917,ARD_EQUIPMENT_REV,Security Master,Real
A2918,ARD_BROADCASTING_REV,Security Master,Real
A2920,ARD_COST_MAINT_REV_SPEC_IND,Security Master,Real
A2921,ARD_COST_OF_SERVICE_MAINT_REV,Security Master,Real
A2922,ARD_COST_OF_ADVERTISING_REV,Security Master,Real
A2923,ARD_COST_OF_CIRCULATION_REV,Security Master,Real
A2924,ARD_COST_OF_SUBSCRIPTION_REV,Security Master,Real
A2925,ARD_COST_OF_EQUIPMENT_REV,Security Master,Real
A2926,ARD_COST_OF_BROADCASTING_REV,Security Master,Real
A2927,ARD_PRODUCT_DISTRIBUTION_EXP,Security Master,Real
A2928,ARD_AMORT_ACQ_TECH_PURCH_SOFT,Security Master,Real
A2929,ARD_TECH_SOFTWARE_DEVELOP_COSTS,Security Master,Real
A2930,ARD_PROGRAM_BROADCAST_RT_ST,Security Master,Real
A2931,ARD_LICENSES,Security Master,Real
A2932,ARD_PROGRAM_BROADCAST_RT_LT,Security Master,Real
A2933,ARD_CUSTOMER_LISTS_CONTRACTS,Security Master,Real
A2934,ARD_PROGRAM_BROADCAST_RIGHT_ST,Security Master,Real
A2935,ARD_PROGRAM_BROADCAST_RIGHT_LT,Security Master,Real
A2939,ARD_AMORT_PROGRAM_BROADCAST_RTS,Security Master,Real
A2940,ARD_AMORT_ACQ_DEVELOPED_TECH,Security Master,Real
A2941,ARD_PURCH_CAPITAL_COMP_SOFTWARE,Security Master,Real
A3293,ARD_OTHER_TAXES,Security Master,Real
A3563,ARD_SHARES_AUTHORIZED,Security Master,Real
A4065,ARD_SECURITIES_OWNED,Security Master,Real
A4505,ARD_SALE_OF_REAL_ESTATE,Security Master,Real
A4507,ARD_PURCHASE_OF_REAL_ESTATE,Security Master,Real
A4900,ARD_MATERIALS_SUPPLIES_GAS_STOR,Security Master,Real
A4901,ARD_OWNED_LEASED_HOTEL_REV,Security Master,Real
A4902,ARD_TIMESHARE_SALES_OTHER_SVCS,Security Master,Real
A4903,ARD_VACA_OWNRSHP_RES_SALE_SVCS,Security Master,Real
A4904,ARD_COST_OWNED_LEASE_HOTEL_REV,Security Master,Real
A4905,ARD_COST_TIMESHARE_SALES_SVCS,Security Master,Real
A4906,ARD_COST_VACA_OWNRSHP_RES_SVCS,Security Master,Real
A4907,ARD_NET_SALES_OPER_REV_ENERGY,Security Master,Real
A4908,ARD_OIL_GAS_REVENUE,Security Master,Real
A4909,ARD_CONTRACT_DRILLING_REVENUE,Security Master,Real
A4910,ARD_DEPREC_DEPLETION_AMORT,Security Master,Real
A4911,ARD_DEPLETION_EXP,Security Master,Real
A4912,ARD_DEPR_AMORT_COST_OF_TIMBER,Security Master,Real
A4913,ARD_OPER_AND_MAINT_EXP,Security Master,Real
A4914,ARD_CONTRACT_DRILLING_COSTS,Security Master,Real
A4915,ARD_GL_DERIV_HEDGING_ACTIVITIES,Security Master,Real
A4916,ARD_OIL_GAS_PROPERTIES_GROSS_TOT,Security Master,Real
A4917,ARD_RIGS_DRILLING_EQUIPMENT,Security Master,Real
A4918,ARD_TIMBER_TIMBERLANDS_NET,Security Master,Real
A4919,ARD_MINERAL_MINING_PROPERTIES,Security Master,Real
A4920,ARD_ASBESTOS_LIAB_ST,Security Master,Real
A4921,ARD_ASBESTOS_LIAB_LT,Security Master,Real
A4926,ARD_DEPR_DEPLETION_AMORT,Security Master,Real
A4927,ARD_DEPLETION,Security Master,Real
A4928,ARD_DEPR_AMORT_TIMBER,Security Master,Real
A4929,ARD_ACQ_PROPERTIES_EQUIP,Security Master,Real
A4930,ARD_EXPLORATION_PRODUCT_COSTS,Security Master,Real
A4931,ARD_DEV_COSTS,Security Master,Real
A4932,ARD_TIMBERLANDS_ACQ_BASIC_MATS,Security Master,Real
A4933,ARD_HOME_SALES_HOME_BUILDING,Security Master,Real
A4934,ARD_LAND_LOT_SALES,Security Master,Real
A4935,ARD_FIN_SVCS_MTGE_BANKING_REV,Security Master,Real
A4936,ARD_COST_HOME_SALES_BUILDING,Security Master,Real
A4937,ARD_COST_LAND_AND_LOT_SALES,Security Master,Real
A4938,ARD_COST_FIN_SVCS_MTG_BANK_REV,Security Master,Real
A4939,ARD_INT_EXP_HOMEBUILDING,Security Master,Real
A4940,ARD_INT_EXP_FIN_SVCS_MTGE_BANK,Security Master,Real
A4941,ARD_CASH_EQUIV_FIN_SVCS,Security Master,Real
A4942,ARD_ACCOUNTS_REC_FIN_SVCS,Security Master,Real
A4943,ARD_OTH_CUR_ASSET_FIN_SVCS_MTG,Security Master,Real
A4944,ARD_OTH_NONC_ASSET_FIN_SVC_MTG,Security Master,Real
A4945,ARD_ACCOUNTS_PAYABLE_FIN_SVCS,Security Master,Real
A4946,ARD_NOTE_PAYABLE_ST_FIN_SVCS_MTG,Security Master,Real
A4947,ARD_OTH_CURR_LIAB_FIN_SVCS_MTG,Security Master,Real
A4948,ARD_OTH_NONC_LIAB_FIN_SVCS_MTG,Security Master,Real
A4949,ARD_LAND_UNDER_DEVELOPMENT,Security Master,Real
A4950,ARD_FINISHED_HOMES_PROPERTIES,Security Master,Real
A4951,ARD_INVENTORY_NOT_OWNED,Security Master,Real
A4952,ARD_SAMPLE_MODEL_EQUIP,Security Master,Real
A4953,ARD_ADMIN_SVCS_FEES,Security Master,Real
A4954,ARD_MGMT_SVCS_FEES,Security Master,Real
A4955,ARD_COMMERCIAL_SALES,Security Master,Real
A4956,ARD_SENIOR_REVENUE,Security Master,Real
A4957,ARD_COST_COMMERCIAL_SALES,Security Master,Real
A4958,ARD_COST_SENIOR_REV,Security Master,Real
A4959,ARD_ACCRUED_INVEST_INCOME,Security Master,Real
A4960,ARD_COLL_REC_UNDER_LOAN_AGREE,Security Master,Real
A4961,ARD_LOANED_SECURITIES,Security Master,Real
A4962,ARD_ADMIN_SERVICES_FEES,Security Master,Real
A4963,ARD_ASSETS_UNDER_MGMT,Security Master,Real
A4964,ARD_BILLED_PREMIUMS,Security Master,Real
A4965,ARD_ACCURED_PREMIUMS,Security Master,Real
A4966,ARD_MTG_LOANS,Security Master,Real
A4967,ARD_INVESTMENT_REAL_ESTATE,Security Master,Real
A4968,ARD_REINSURANCE_RECOVERABLES,Security Master,Real
A4969,ARD_COLL_PAY_UNDER_LOAN_AGREE,Security Master,Real
A4970,ARD_SEC_TRADES_PENDING_PAYABLE,Security Master,Real
A4971,ARD_SECS_LENDING_PAYABLE,Security Master,Real
A4972,ARD_CHANGES_ACCRUED_INVEST_INC,Security Master,Real
A4973,ARD_CHNG_HEALTH_CARE_INS_LIAB,Security Master,Real
A4974,ARD_POLICY_LIAB_CHANGE,Security Master,Real
A4975,ARD_UNPAID_CLAIMS_CHANGES,Security Master,Real
A4976,ARD_CHANGE_BILLED_ACC_PREM_REC,Security Master,Real
A4977,ARD_CHANGES_SECS_LENDING_COLL,Security Master,Real
A4978,ARD_DEPO_INT_CRED_INVEST_CNTRCT,Security Master,Real
A4979,ARD_WITHDRAWAL_INVEST_CONTRACT,Security Master,Real
A4980,ARD_CHNG_SECS_LENDING_PAYABLE,Security Master,Real
A4981,ARD_OPERATING_EPS_BASIC,Security Master,Real
A4982,ARD_OPERATING_EPS_DILUTED,Security Master,Real
A4983,ARD_OPERATING_EPS_BASIC_DILUTE,Security Master,Real
A4985,ARD_CHANGES_FUNDS_HELD_REINSURER,Security Master,Real
A4986,ARD_CHANGE_OTHER_RECEIVABLES,Security Master,Real
A4989,ARD_CHANGE_REINSURANCE_PAYABLE,Security Master,Real
A4997,ARD_TENANT_RECEIVABLES,Security Master,Real
A4998,ARD_CHANGE_TENANT_RECEIVABLES,Security Master,Real
A4999,ARD_CHANGE_DUE_AFFILIATES,Security Master,Real
A5001,ARD_INC_EARNED_DIR_FIN_LEASES,Security Master,Real
A5002,ARD_UTILITY_EXPENSE,Security Master,Real
A5003,ARD_OTHER_HOTEL_OPERATING,Security Master,Real
A5013,ARD_WTD_AVG_UNITS_OUTSTANDING,Security Master,Real
A5014,ARD_UNITS_OUTSTANDING,Security Master,Real
A5063,ARD_FUEL_SURCHARGE,Security Master,Real
A5064,ARD_CAPITALIZE_SOFTWARE_NET_ST,Security Master,Real
A5065,ARD_OIL_GAS_PROPERTIES_PROVED,Security Master,Real
A5066,ARD_BASIC_EPS_CONT_OPERATIONS,Security Master,Real
A5067,ARD_DILUTED_EPS_CONT_OPERATION,Security Master,Real
A5068,ARD_BASIC_DILUTED_EPS_CONT_OPS,Security Master,Real
A5102,ARD_COST_FRANCHISED_REST_FEES,Security Master,Real
A5103,ARD_OTHER_FRANCHISE_COSTS,Security Master,Real
A5108,ARD_CONVERT_DEBT,Security Master,Real
A5109,ARD_DUE_TO_PARTIES_AFFILIATE,Security Master,Real
AD001,ADR_UNDL_TICKER,Security Master,Character
AD002,ADR_CRNCY,End of Day Pricing,Character
AD003,ADR_UNDL_CRNCY,Security Master,Character
AD004,ADR_FX_UNDL_ADR,Derived Data,Real
AD005,ADR_FX_ADR_UNDL,Derived Data,Real
AD006,ADR_SH_PER_ADR,Security Master,Real
AD007,ADR_ADR_PER_SH,Security Master,Real
AD008,ADR_CNVD_PX_BST,End of Day Pricing,Price
AD009,ADR_CNVD_PX_BID,End of Day Pricing,Price
AD010,ADR_CNVD_PX_ASK,End of Day Pricing,Price
AD011,ADR_CNVD_PX_CLS,End of Day Pricing,Price
AD012,ADR_CNVD_PX_MID,End of Day Pricing,Price
AD013,ADR_UNDL_CNVD_PX_BST,End of Day Pricing,Price
AD014,ADR_UNDL_CNVD_PX_BID,End of Day Pricing,Price
AD015,ADR_UNDL_CNVD_PX_ASK,End of Day Pricing,Price
AD016,ADR_UNDL_CNVD_PX_CLS,End of Day Pricing,Price
AD017,ADR_UNDL_CNVD_PX_MID,End of Day Pricing,Price
AD018,ADR_PREMIUM_BST,End of Day Pricing,Price
AD019,ADR_PREMIUM_BID,End of Day Pricing,Price
AD020,ADR_PREMIUM_ASK,End of Day Pricing,Price
AD021,ADR_PREMIUM_LAST,End of Day Pricing,Price
AD022,ADR_PREMIUM_MID,End of Day Pricing,Price
AD023,ADR_UNDL_CMPID,Security Master,Integer
AD024,ADR_UNDL_SECID,Security Master,Integer
AD031,ADR_SH_OUT,Security Master,Real
AD032,ADR_SH_OUT_DT,Security Master,Date
AD033,PCT_ADR_SH_OUT,Security Master,Real
AD034,ADR_TRADING_LEVEL,Security Master,Character
AD035,ADR_SPONSORSHIP_TYP,Security Master,Character
AD036,PCT_MKT_CAP_ADR_TO_TOTAL,Security Master,Real
AN001,MTG_GEN_TICKER,Security Master,Character
AN002,MTG_PAC_COLLARS,Security Master,Character
AN003,MTG_ORIG_PAC_COLLARS,Security Master,Character
AN004,MTG_BALLOON_WAM,Security Master,Real
AN005,MTG_LOAN_AGE,Security Master,Integer
AN006,MTG_PREPAY_SPD_TYP,Derived Data,Character
AN007,MTG_PRINC_WIN,Derived Data,Character
AN008,MTG_PREPAY_SOURCE,Derived Data,Character
AN009,MTG_WAM_SD,Security Master,Integer
AN010,MTG_WAC_CALC,Security Master,Real
AN011,MTG_DISC_MRGN,Derived Data,Real
AN012,MTG_BEEM,Derived Data,Real
AN013,MTG_PRINC_WIN_CALL,Derived Data,Character
AN014,MTG_WAL_CALL,Derived Data,Real
AN015,MTG_AMORT_WAM,Security Master,Integer
AN016,MTG_LOCK_WAM,Security Master,Integer
AN017,MTG_COLLAT_TYP,Security Master,Character
AN018,MTG_PREPAY_TYP,Derived Data,Character
AN019,MTG_PREPAY_SPEED,Derived Data,Real
AN020,MTG_BSPS_TSPREAD,Derived Data,Character
AN021,MTG_AMORT_TYP,Security Master,Character
AN022,MTG_CASH_FLOW,Derived Data,Bulk Format
AN023,MTG_WALA_CALC,Security Master,Real
AN024,MTG_WAM_SD_YRM,Security Master,Character
AN025,MTG_FINAL_PAY_DT,Derived Data,Date
AN028,MTG_EQV_PSA,Derived Data,Character
AN029,MTG_EQV_CPR,Derived Data,Character
AN030,MTG_1ST_PROJ_CF_DT,Derived Data,Date
AN031,MTG_CTRL_MOS,Security Master,Character
AN032,MTG_PAC_DT,Security Master,Date
AN033,MTG_PRINC_WIN_D300,Derived Data,Character
AN034,MTG_PRINC_WIN_D200,Derived Data,Character
AN035,MTG_PRINC_WIN_D100,Derived Data,Character
AN036,MTG_PRINC_WIN_U100,Derived Data,Character
AN037,MTG_PRINC_WIN_U200,Derived Data,Character
AN038,MTG_PRINC_WIN_U300,Derived Data,Character
AN039,MTG_START_PRINC_WNDW_MTY,Derived Data,Date
AN040,MTG_END_PRINC_WNDW_MTY,Derived Data,Date
AN041,MTG_START_PRINC_WNDW_CALL,Derived Data,Date
AN042,MTG_END_PRINC_WNDW_CALL,Derived Data,Date
AN043,MTG_PRE_BAL_PER_SETTLE,Derived Data,Real
AN044,MTG_MBS_ROLL_REINV_RT,Derived Data,Real
AN045,MTG_MBS_ROLL_BRKEV_RT,Derived Data,Real
AN046,MTG_HIST_RECOVERY_LAG,Security Master,Integer
AN047,MTG_HIST_DEFAULT_AMT,Derived Data,Real
AN056,ALL_COLLAT_CUM_LOSS_PCT,Security Master,Real
AN060,ALL_COLLAT_CUM_LOSS_AMT,Security Master,Real
AN064,WALTV_ORIG,Security Master,Real
AN065,WA_DSCR_ORIG,Security Master,Real
AN066,CUM_LOSS_PCT,Security Master,Real
AN067,DEFEASED_PCT,Security Master,Real
AN068,PREPAID_PCT,Security Master,Real
AN069,SPEC_SVC_PCT,Security Master,Real
AN070,BANKRUPT_PCT,Security Master,Real
AN081,IO_PART_CURR,Security Master,Real
AN082,IO_FULL_CURR,Security Master,Real
AN083,IO_TOTAL_CURR,Security Master,Real
AN084,IO_PART_ORIG,Security Master,Real
AN085,IO_FULL_ORIG,Security Master,Real
AN086,IO_TOTAL_ORIG,Security Master,Real
AN119,CMBS_TYP,Security Master,Character
AN120,BUYDOWN_LOANS_FHA_PCT_BAL,Security Master,Real
AN121,BUYDOWN_LOANS_VA_PCT_BAL,Security Master,Real
AN122,PRIN_PAYDOWN_LOANS_PAIDOFF,Security Master,Real
AN123,PRIN_PAYDOWN_REPURCHASE_DELINQ,Security Master,Real
AN124,PRIN_PAYDOWN_FORECLOSE_CLAIM_PMT,Security Master,Real
AN125,ORIG_POOL_TPO,Security Master,Real
AN126,CURR_POOL_TPO,Security Master,Real
AN127,MTG_DSCR_DISTRIBUTION,Not Downloadable,Bulk Format
AN128,MTG_DSCR_HISTOGRAM,Not Downloadable,Bulk Format
AN132,CUM_LOSS_TRIGGER_INTERPOLATE,Security Master,Boolean
AN133,CUM_LOSS_TRIGGER_TESTS,Historical Time Series,Bulk Format
AN134,MTG_DELINQ_TRIGGER_TESTS,Security Master,Bulk Format
AN135,MTG_HIST_AGE,Historical Time Series,Bulk Format
AN136,MTG_HIST_WALTV,Historical Time Series,Bulk Format
AN137,MTG_HIST_WA_DSCR,Historical Time Series,Bulk Format
AN138,MTG_HIST_AVG_LOAN_SIZE,Historical Time Series,Bulk Format
AN139,MTG_HIST_PCT_DEFEASED,Historical Time Series,Bulk Format
AN140,MTG_HIST_PCT_PREPAID,Historical Time Series,Bulk Format
AN141,MTG_HIST_PCT_CUM_LOSS,Historical Time Series,Bulk Format
AN142,MTG_HIST_PCT_PARTIAL_IO,Historical Time Series,Bulk Format
AN143,MTG_HIST_PCT_FULL_IO,Historical Time Series,Bulk Format
AN144,MTG_HIST_CREDIT_SCORE_WAVG,Historical Time Series,Bulk Format
AN145,MTG_CARD_SELLER_INT,Security Master,Bulk Format
AN146,HIST_ALL_COL_CUM_LOSS_PCT,Security Master,Bulk Format
AN147,MTG_DEAL_NAME,Security Master,Character
AN149,HIST_CUM_LOSS_AMTS,Security Master,Bulk Format
AN150,CURR_CUM_LOSS_AMT,Security Master,Real
AN151,HIST_ALL_COL_CUM_LOSS_AMT,Security Master,Bulk Format
AN152,EXTENDED_CASH_FLOW,Derived Data,Bulk Format
AN153,BVAL_BEEM,Derived Data,Real
AN154,BVAL_PREPAY_SPEED,Derived Data,Real
AN155,BVAL_PREPAY_TYP,Derived Data,Character
B9999,PARTIAL_RECORD_INDICATOR,Fundamentals,Boolean
BC020,BC_LU_DES,Not Downloadable,Character
BC021,BC_LN_ALT_CRNCY_BULK_AMT,Not Downloadable,Real
BC022,BC_LN_AMT,Not Downloadable,Real
BC023,BC_LN_REPAYMENT_AMT,Not Downloadable,Integer
BC024,BC_LN_BANK_NAME,Not Downloadable,Character
BC026,BC_LN_BEST_BNCHMRK_LIST_LVL,Not Downloadable,Integer
BC027,BC_LN_BNCHMRK_RT,Not Downloadable,Real
BC028,BC_LN_BNCHMRK_SPREAD_FEES_DES,Not Downloadable,Character
BC029,BC_LN_CUR_RATIO_VAL,Not Downloadable,Real
BC030,BC_DT,Not Downloadable,Date
BC031,BC_LN_FEE,Not Downloadable,Integer
BC032,BC_LN_FEE_DT,Not Downloadable,Date
BC033,BC_LN_FEE_GRID_END_DT,Not Downloadable,Date
BC034,BC_LN_FEE_GRID_NOTES,Not Downloadable,Character
BC035,BC_LN_FEE_GRID_RATIO,Not Downloadable,Real
BC036,BC_LN_FEE_GRID_START_DT,Not Downloadable,Date
BC037,BC_LN_FEE_RT,Not Downloadable,Real
BC038,BC_MULTI_CPN_SCHEDULE_PCT,Not Downloadable,Real
BC039,BC_MULTI_CPN_SCHEDULE_AMT,Not Downloadable,Real
BC040,BC_SINK_SCHEDULE_PX,Not Downloadable,Real
BC041,BC_LN_LENDER_LIST_CRED_AMT,Not Downloadable,Real
BC042,BC_MTG_DSCR_MIN,Not Downloadable,Real
BC043,BC_LN_LENDER_LIST_PCT,Not Downloadable,Real
BC044,BC_LN_MAX_RATIO_VAL,Not Downloadable,Real
BC045,BC_LN_MIN_RATIO_VAL,Not Downloadable,Real
BC046,BC_LN_PCT,Not Downloadable,Real
BC047,BC_LN_PRICING_DT,Not Downloadable,Date
BC048,BC_LN_PRICING_GRID_END_DT,Not Downloadable,Date
BC049,BC_LN_PRICING_GRID_RATIO,Not Downloadable,Real
BC050,BC_LN_PRICING_GRID_START_DT,Not Downloadable,Date
BC051,BC_LN_PRICING_NOTES,Not Downloadable,Character
BC052,BC_LN_PRICING_PRIM_GRID_NOTES,Not Downloadable,Character
BC053,BC_LN_PRICING_SEC_GRID_NOTES,Not Downloadable,Character
BC054,BC_LN_PRIM_LVL,Not Downloadable,Integer
BC055,BC_ID_BB_SECURITY,Not Downloadable,Integer
BC056,BC_LN_RATIO_ID,Not Downloadable,Character
BC057,BC_LN_RT,Not Downloadable,Real
BC058,BC_LN_RTG_OVER_LVL,Not Downloadable,Integer
BC059,BC_LN_SEC_LVL,Not Downloadable,Integer
BC060,BC_LN_STATIC_FEE_AMT,Not Downloadable,Real
BC061,BC_MTG_DSCR_MAX,Not Downloadable,Real
BC062,BC_LN_STATIC_FEE_SPRD,Not Downloadable,Real
BC063,BC_LN_TYP,Not Downloadable,Character
BC064,BC_LN_UNIQUE_FEE_DT,Not Downloadable,Date
BC065,BC_LN_UNIQUE_FEE_GRID_END_DT,Not Downloadable,Date
BC066,BC_LN_UNIQUE_FEE_GRID_START_DT,Not Downloadable,Date
BC067,BC_LN_UNIQUE_FEE_PRIM_GRID_NOTES,Not Downloadable,Character
BC068,BC_LN_UNIQUE_GRID_NOTES,Not Downloadable,Character
BC069,BC_LN_UTIL_RT,Not Downloadable,Real
BC070,BC_TIME,Not Downloadable,Character
BC071,BC_TZ,Not Downloadable,Integer
BC072,BC_ANN_ERN_TKR_EXCH,Not Downloadable,Character
BC073,BC_CALL_SCHEDULE_PX,Not Downloadable,Real
BC074,BC_CAN_ANN_ERN_TKR_EXCH,Not Downloadable,Character
BC075,BC_COMPANY_ADDRESS,Not Downloadable,Long Character
BC076,BC_COMPANY_EXEC_OFFICER,Not Downloadable,Long Character
BC077,BC_CP_ADVISOR,Not Downloadable,Character
BC078,BC_CP_ADVISORS_NAME,Not Downloadable,Long Character
BC079,BC_CP_ADVISORS_PCT,Not Downloadable,Real
BC080,BC_DES,Not Downloadable,Character
BC081,BC_DES_CASH_FLOW_CPN_AMT,Not Downloadable,Real
BC082,BC_DES_CASH_FLOW_PRINC_AMT,Not Downloadable,Real
BC083,BC_COMPANY_PERIOD_NOTE,Not Downloadable,Long Character
BC084,BC_CIE_DES_BULK,Not Downloadable,Long Character
BC085,BC_MTG_DSCR,Not Downloadable,Real
BC086,BC_EQY_DVD_ADJ_FUND_FLAG,Not Downloadable,Integer
BC087,BC_EQY_DVD_ADJ_FUND_DT,Not Downloadable,Date
BC088,BC_EQY_DVD_ADJ_FUND_OPER,Not Downloadable,Integer
BC089,BC_EQY_DVD_ADJUST_FACT_FLAG,Not Downloadable,Integer
BC090,BC_EQY_DVD_ADJUST_FACT_OPER,Not Downloadable,Integer
BC091,BC_EQY_DVD_HIST_ALL_AMT,Not Downloadable,Real
BC092,BC_EQY_DVD_HIST_ALL_ANN_DT,Not Downloadable,Date
BC093,BC_EQY_DVD_HIST_ALL_EX_DT,Not Downloadable,Date
BC094,BC_EQY_DVD_HIST_ALL_PAY_DT,Not Downloadable,Date
BC095,BC_EQY_DVD_HIST_ALL_REC_DT,Not Downloadable,Date
BC096,BC_EQY_DVD_HIST_AMT,Not Downloadable,Real
BC097,BC_EQY_DVD_HIST_ANN_DT,Not Downloadable,Date
BC098,BC_EQY_DVD_HIST_EX_DT,Not Downloadable,Date
BC099,BC_EQY_DVD_HIST_GROSS_AMT,Not Downloadable,Real
BC100,BC_EQY_DVD_HIST_GROSS_ANN_DT,Not Downloadable,Date
BC101,BC_EQY_DVD_HIST_GROSS_EX_DT,Not Downloadable,Date
BC102,BC_EQY_DVD_HIST_GROSS_PAY_DT,Not Downloadable,Date
BC103,BC_EQY_DVD_HIST_GROSS_REC_DT,Not Downloadable,Date
BC104,BC_EQY_DVD_HIST_PAY_DT,Not Downloadable,Date
BC105,BC_EQY_DVD_HIST_REC_DT,Not Downloadable,Date
BC106,BC_EQY_DVD_HIST_SPLITS_AMT,Not Downloadable,Real
BC107,BC_EQY_DVD_HIST_SPLITS_ANN_DT,Not Downloadable,Date
BC108,BC_EQY_DVD_HIST_SPLITS_EX_DT,Not Downloadable,Date
BC109,BC_EQY_DVD_HIST_SPLITS_PAY_DT,Not Downloadable,Date
BC110,BC_EQY_DVD_HIST_SPLITS_REC_DT,Not Downloadable,Date
BC111,BC_ERN_ANN_YEAR_AND_PER,Not Downloadable,Character
BC112,BC_FACTOR_SCHEDULE_FACTOR,Not Downloadable,Real
BC113,BC_FLOATER_ACC_SCHEDULE_RT,Not Downloadable,Real
BC114,BC_FLT_CPN_HIST_RT,Not Downloadable,Real
BC115,BC_FUND_CRNCY_FOCUS_CODE,Not Downloadable,Integer
BC116,BC_FUND_GEO_ALLOCATION_PCT,Not Downloadable,Real
BC117,BC_FUT_ADJ_HEDGE_NON_SPD_COUNT,Not Downloadable,Integer
BC118,BC_FUT_ADJ_HEDGE_SPD_COUNT,Not Downloadable,Integer
BC119,BC_FUT_DELIVERABLE_CF,Not Downloadable,Real
BC120,BC_FUT_DLVRBLE_BNDS_CUSIP_YK,Not Downloadable,Character
BC121,BC_FUT_DLVRBLE_BNDS_ISIN_YK,Not Downloadable,Character
BC122,BC_GEO_SEG_AMT,Not Downloadable,Real
BC123,BC_GEO_SEG_DES,Not Downloadable,Character
BC124,BC_GEO_SEG_YEAR,Not Downloadable,Integer
BC125,BC_INDX_GWEIGHT_PCT,Not Downloadable,Real
BC126,BC_INDX_MEMBERS_TKR_EXCH,Not Downloadable,Character
BC127,BC_INDX_MOST_DOWN_IMPACT,Not Downloadable,Real
BC128,BC_INDX_MOST_DOWN_NAME,Not Downloadable,Character
BC129,BC_INDX_MOST_DOWN_PCT,Not Downloadable,Character
BC130,BC_INDX_MOST_DOWN_PX,Not Downloadable,Real
BC131,BC_INDX_MOST_DOWN_TKR_EXCH,Not Downloadable,Character
BC132,BC_INDX_MOST_DOWN_VOL,Not Downloadable,Character
BC133,BC_INDX_MOST_UP_IMPACT,Not Downloadable,Real
BC134,BC_INDX_MOST_UP_NAME,Not Downloadable,Character
BC135,BC_INDX_MOST_UP_PCT,Not Downloadable,Character
BC136,BC_INDX_MOST_UP_PX,Not Downloadable,Real
BC137,BC_INDX_MOST_UP_TKR_EXCH,Not Downloadable,Character
BC138,BC_INDX_MOST_UP_VOL,Not Downloadable,Character
BC139,BC_INDX_MOVERS_DOWN_IMPACT,Not Downloadable,Real
BC140,BC_INDX_MOVERS_DOWN_NAME,Not Downloadable,Character
BC141,BC_INDX_MOVERS_DOWN_PCT,Not Downloadable,Character
BC142,BC_INDX_MOVERS_DOWN_PX,Not Downloadable,Real
BC143,BC_INDX_MOVERS_DOWN_TKR_EXCH,Not Downloadable,Character
BC144,BC_INDX_MOVERS_DOWN_VOL,Not Downloadable,Character
